,id,tweets,label
3449,3449,Strong earthquake jars Northern California,0
4156,4156,PrayForChile  magnitude earthquake can create Tsunami like situationdanger of aftershocks has passedCoastal areas are still in danger,0
5426,5426,Three aftershocks measuring   and  have hit within an hour of the initial earthquake Chile Tsunami,0
7897,7897,A moment of silence for those people affected in the earthquake from Nepal PrayForNepal,0
4444,4444,USGS upgrades magnitude of earthquake off Chiles coast to  Chilean agency reports,0
51,51,USGS M  km WNW of Seeley California  earthquake,0
2942,2942,Washington USA Tacoma  BREAKING NEWS  earthquake Bay Area earthquake damages Napa County Airport he,1
190,190,zameer   Awaran Earthquake its reality,0
4543,4543,The Tsunami that was supposed to hit the likes of Chile still hasnt hit Fingers crossed it stays like that,0
5616,5616,prayforNepal please rezaporNepal Por favor,0
4491,4491,aftershock tonight in Chile is sending S waves reverberating through the Leonard OK seismogram ChileEarthquake htt,0
3656,3656,Tsunami travel time map if a tsunami was generated via  Chile Peru earthquake,0
3927,3927,Officials No immediate threat of tsunami along US coasts found after major quake near Chile,0
6187,6187,They were enroute to kathmandu from raxaul by a bus  people were travelling in a bus they started at around am in the morning,0
3811,3811,After Chile Quake Hawaii Told to Prepare for Potential Tsunami Widespread evacuations were under way Tuesday,1
7697,7697,Delhi Government to Send Food Packets Drinking Water to Nepal Delhi Government has decided to send  pa,0
489,489,A small island appears after a massive quake in pakistan near Gwadar these lands are incredible prayforpakistan,0
7076,7076,Some friends in Sydney who come from Nepal cant reach their families My prayers are with them NepalEarthquake Nepal,0
2400,2400,Good story by  of  on napaearthquake damage to masonry brick chimneys,1
1194,1194,The Earthquake is gonna be hitting Brighton today Hit  if youre gonna be seeing Lab at  Lab HQ,0
4144,4144,Emergency director on Chilean TV Precautionary evacuations for coastal areas of Chile after magnitude  earthquake,1
6469,6469,Nepal economy shattered by quake recovery to take years from,0
166,166,Teachable Moment  Magnitude  Earthquake in Pakistan  earthquake iris pakistan,0
1573,1573,Over  killed in Pakistan bombing,1
8313,8313,Just heard about fire in Devchuli Nwalaparasi Suspect of volcano Furter clarification will be made soon Source kalik,0
7649,7649,NepalQuake Let it be known that India is helping all says Cabinet Secretary,0
3626,3626,Chile Earthquake Tsunami to make landfall along Pacific coast,0
360,360,Sismo Earthquake  Mag   km al suroeste de Ndoi  Fiji  UTC,0
4268,4268,Pedro why Youre not even trying to get back on side,0
4516,4516,Powerful Chile Earthquake Leaves Astronomy Observatories Unscathed The massive earthquake that struck Chile o,0
1621,1621,With Pakistan Private Message Nawaz Sharif Offered condolences for earthquake in Awaran reiterated UK support UNGA,0
1395,1395,Breaking  seminary student including Imam found dead under rubble of collapsed Madarsah in Kohlu Balochistan Earthq,1
6838,6838,This gang from UAE have been missing since the Quake PrayforNepal QuakeNepal,1
6664,6664,If you want to donate to the efforts in Nepal or get in touch with fam there this reddit thread offers info on how h,0
2860,2860,Bay Area earthquake damages Napa County Airport  Cleanup is still underway in the wake of,1
1623,1623,earthquake M  Southern Alaska,0
6181,6181,SHAME Open spaces in Nepal limited  cramped but HyattRegency still exclusive for rich  westerners NepalQuake,0
7905,7905,Tech giants help track Nepal earthquake survivors  MarketWatch,1
6488,6488,People try to free a man from the rubble of a destroyed building after  magnitude earthquake in Nepal,1
5408,5408,OFFSHORE TARAPACA CHILE Date Thu  Apr   UTCLatLon Depth,0
2729,2729,Largest Earthquake In  Years Hits California,0
5835,5835,The Queen is shocked by appalling loss of life in NepalEarthquake  sends prayers to victims  Buckingham Palace http,0
8470,8470,Breakdown in communications hampering response effort NepalEarthquake,0
6342,6342,Thoughts and prayers going out to Nepal right now,0
1469,1469,Another two islands emerge off coast  via  Earthquake,0
400,400,Awaran after Earth Quake Balochistan,0
4525,4525,Our thoughts and prayers go out to all the people involved in the earthquake and tsunami in Chile PrayForChile ViaD,0
7034,7034,NepalEarthquake  Tremors again felt in Nepal  NDRF teams to leave for Nepal shortly,0
6800,6800,Climbers are stuck on Mt Everest with no way down after Nepal earthquake,0
8415,8415,Earthquake Latest image of Indian aircraft leaving for Nepal from Hindon base NepalQuakeRelief,0
8056,8056,TMobile makes calling  texting Nepal free waives bills to aid earthquake relief efforts,0
7923,7923,A meagre effort BUT All profit from sales of this print goes to the Nepal Earthquake appeal  http,0
2741,2741,Earthquake  mag  km WNW of American Canyon California   earthquake quake,0
3558,3558,Over  Injured in Napa Quake  via,1
6537,6537,Via  Nepal Before The Earthquake Struck A Photographers Portfolio,0
4630,4630,Two people confirmed dead and three seriously injured in the Chile earthquake which generated a tsunami off the northern,1
7240,7240,refugees camping in the Brick School Nepal  raised today through brickchildrenschooNepalEarthquake,0
6429,6429,Thoughts  prayers with everyone in Nepal UNICEF is on the ground to assist,0
5323,5323,People in high places waiting for the tsunami after  earthquake PrayForChile ChileEarthquake,0
1522,1522,Praying for those affected by the major earthquake in Balochistan and its strong aftershock an hour ago,0
5441,5441,Chile lifts tsunami warning after quake kills,0
6842,6842,Chennai docs pitch in to join relief work in Nepal From mobilising medical supplies to offering their service,0
165,165,Just In Death Toll In Balochistan Expctd To Reach   Injuries Reported BalochistanEarthQua,1
1949,1949,The Napa food bank is very low on food Need nonperishable foods Volunteers needed f  donations too napaquake earthquake,0
1337,1337,Talking to TTP wont end the war TTP BLA are CIARAW pawns only put in to damage Pakistan PMLN PTI needs to understand,0
5299,5299,Chile earthquake The death toll from a powerful magnitude earthquake that struck off the c  ff,1
8082,8082,In light of the tragic events in Nepal all Skype calls to landlines  mobiles in  out of Nepal are free More,0
4569,4569,PrayForChile  is very important I close my eyes  praaaay  pleaseee,0
6068,6068,Nepal earthquake I just want to cry all I feel is hurt,0
7593,7593,for the st time after a major disaster sending bibles r condemned SoulVultures agenda sliced open  NepalQuakeRelief,0
4919,4919,MT  Forecast tsunami energy map from,0
1069,1069,A magnitude earthquake has struck Pakistan in a region where at least  people died in a quake this week,1
2831,2831,Sending healing stable thoughts to friends in Napa esp those who lost wine stocks napa earthquake,0
266,266,magnitude earthquake  mi from Yucaipa CA United States,0
4168,4168,Tsunami Travel Time estimation shown on DMRS from the occurence of  M Chile EQ at  UTC  Apr,0
135,135,BLA terrorists active in Balochistan to stop PakMilitary doctorsengineers from helping earthquake victims,1
3012,3012,August    earthquake Peru   in Chile   in California  Iceland erupting  major unrest occurring,0
5257,5257,Just wanted you to know I was texting with Cote earlier and thankfully shes safe and sound Chile,0
1373,1373,USGS Breaking M  km NW of The Geysers California  PastHour  earthquake tsunami prayfromjapan,0
7203,7203,the earthquake in nepal is awful,0
2667,2667,How the California Earthquake Will Affect Wine Prices,0
4252,4252,All we can do is to PrayForChile,0
6049,6049,Hey  youre my provider Are u doing texttodonate  for NepalEarthquake where  goes to charity ie UNICEF,0
4471,4471,HenkilBernardRzb Copper Prices Rise After Chile Earthquake Copper prices climb after earthquake hits off coa,0
2682,2682,Photographers capture Northern Californias earthquake aftermath Our hearts go out to those impacted by it,0
1717,1717,Has the Earth spun on its axis winds crazy wildweather bushifes floods earthquake,0
6219,6219,You cant help everyone but everyone can help someone ὤFἿBὠD happy Sunday guys I Love you Pls continue to pray for,0
7426,7426,{ॐ} Canada Is Sending DA  Disaster Assistance Response Team  To Nepal  ॥ॐ॥ NepalEarthQuake,0
5392,5392,Teenagers affected by the earthquake in Chile were prepared to respond thanks to training by,0
3200,3200,Colorado USA Colorado Springs   earthquake  Dozens injured  critically after strong earthquak,1
5275,5275,WARN Upd Msg  TSUNAMI Pacific Ocean Near The Coast Of Northern Chile   reported by PTWC,0
477,477,USGS alert   OFFSHORE CHIAPAS MEXICO Date Thu  Sep   UTC  earthquake tsunami zuto,0
7758,7758,Nepals Historic Sites Before and After,1
6397,6397,Help  reach children in Nepal Donate to support the NepalEarthquake appeal,0
284,284,Floods Target Killing and now massive Earthquake Yet the people of Pakistan are searching for a PakistanIdol Sa,0
3504,3504,djkingassassin  earthquake shakes Northern California Cop who killed Michael Brown starte,1
189,189,College of Charleston professor says Pakistan earthquake was felt in South Carolina  chsnews scnews pakistan,0
3121,3121,A  magnitude earthquake occurred mi NW of American Canyon California Details  Map http,0
3573,3573,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake Jawbone has shown one of the mo,0
1607,1607,Rockets fired on Chairman NDMA Helicopter near Mashkey Awaran He is Safe Blaochistan Earthquake Pakistan,0
7859,7859,USA News Nepal quake Hundreds dead Everest shaken A powerful earthquake struck Nepal S  via TheNewsHype,1
3032,3032,Napa Mops Up Wine and Tallies Its Losses The Napa Valley quake wreaked havoc with California wineries but as,1
8327,8327,Clearly reflects how much hatred this guy has for NaMo Such people tarnish nations image Earthquake ThankYouPM,0
7518,7518,JohnKerry US will provide additional  million for NepalQuake response  recovery efforts,0
7207,7207,On The Scene Quake Overwhelms Nepal  Voice of America,0
6318,6318,Some of the beautiful children I met in Nepal Praying for their safety,0
3239,3239,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets To quote Jurassic Parks esteemed fictional chaostheorist Ian Ma,0
7965,7965,In the name of NepalQuakeRelief Pakistan sending beef masala to Nepal Thats a big news being circulated in Indian m,0
7516,7516,Prayers for Nepal Heartbreaking,0
7045,7045,My son has been found alive and is ok He and all of the other monks and guru are ok NepalEarthquake,1
2657,2657,California wine country hit by strong magnitude quake  via,0
4759,4759,Earthquake in Chile is once again detected on Little Rock Arkansas Seismograph here,0
7114,7114,IsaCNN Brazil lets pray for families from Nepal Following in CNN righ now  dead after earthquake,1
7676,7676,Exfigure skater Kim Yuna donates  to aid NepalEarthquake victims SouthKorea,0
7368,7368,NepalEarthquake Save people by joining with these relief organizations  worldnews news breakingnews,0
232,232,A  year old girl in school uniform found deadand raped in Seaview Karachi Are young girls the new Shias of Pakistan,1
6901,6901,Received a call from Pujya Morari Bapu He has donated Rs  lakh for relief work in Nepal My deepest gratitude to him,0
5980,5980,Help collect information on the Nepal Earthquake  culturalheritage culturalsites,0
5930,5930,Nepal quake survivors clash with riot police UN seeks  mn  Zee News via World  Google News,0
5744,5744,Thoughts  prayers for our brothers and sisters in Nepal NepalQuake,0
7245,7245,One has taken place or they do not want to believe that the Awaited One is here They are so obsessed with materialistic Nepal,0
2014,2014,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake  via,0
1043,1043,USGS alert M  Northern California October    GMT  earthquake tsunami prayfromjapan,0
2923,2923,klkjesusfresz California Winemakers Cleaning up After Quake Earthquake strikes at heart of California wine count LosDelSonido,0
6514,6514,Too funnymust watch  KRK Talks about the death of Gajendra Singh  IndiaWithNepal,0
2768,2768,What caused Californias Napa Valley earthquake,0
5405,5405,days till the World Cup Where we will all be rooting for different teams 😎 Spain Germany Chile Argentina Brazil,0
